id|name|year|rating|runtime|genre|earnings_rank
0058385|My Fair Lady|1964|G|170|CDFLR|
0058331|Mary Poppins|1964|G|140|CDFYL|
0058672|Topkapi|1964||119|VCT|
0057831|Alexis Zorbas|1964||142|D|
0057590|Tom Jones|1963||121|VCR|
0057251|Lilies of the Field|1963||94|CD|
0057163|Hud|1963||112|DE|
0057634|V.I.P.s, The|1963||119|D|
0056172|Lawrence of Arabia|1962|PG|216|VDW|
0056592|To Kill a Mockingbird|1962||129|D|
0056241|Miracle Worker, The|1962||106|D|
0056541|Sweet Bird of Youth|1962||120|D|
0055614|West Side Story|1961||151|DLR|
0055031|Judgment at Nuremberg|1961||178|D|
0054749|Ciociara, La|1960||100|DW|
0053604|Apartment, The|1960||125|CDR|
0053793|Elmer Gantry|1960||146|D|
0053622|BUtterfield 8|1960||109|D|
0054331|Spartacus|1960|PG-13|184|ADRW|
0052618|Ben-Hur|1959|G|212|AVDR|
0053226|Room at the Top|1959||115|D|
0052738|Diary of Anne Frank, The|1959||180|DW|
0051658|Gigi|1958|G|119|CLR|
0052182|Separate Tables|1958||100|D|
0051758|I Want to Live!|1958||120|D|
0051411|Big Country, The|1958||165|DRE|
0050212|Bridge on the River Kwai, The|1957|PG|161|VDW|
0051077|Three Faces of Eve, The|1957||91|D|
0050933|Sayonara|1957||147|DR|
0048960|Around the World in Eighty Days|1956||188|VC|
0049408|King and I, The|1956|G|133|VCDFLR|
0048947|Anastasia|1956||105|D|
0049456|Lust for Life|1956||122|D|
0049966|Written on the Wind|1956||99|D|
0049261|Giant|1956|G|201|D|
0048356|Marty|1955||91|CDR|
0048563|Rose Tattoo, The|1955||117|DR|
0048380|Mister Roberts|1955||123|CDW|
0048028|East of Eden|1955||115|D|
0047296|On the Waterfront|1954||108|DR|
0046874|Country Girl, The|1954||104|D|
0046754|Barefoot Contessa, The|1954||128|D|
0045793|From Here to Eternity|1953||118|DRW|
0046359|Stalag 17|1953||120|CDW|
0046250|Roman Holiday|1953||118|CDR|
0044672|Greatest Show on Earth, The|1952||152|DFR|
0044706|High Noon|1952||85|TE|
0044509|Come Back, Little Sheba|1952||99|D|
0045296|Viva Zapata!|1952||113|D|
0044391|Bad and the Beautiful, The|1952||118|D|
0045061|Quiet Man, The|1952||129|CDR|
0043278|American in Paris, An|1951||113|LR|
0043265|African Queen, The|1951||105|VCRW|
0044081|Streetcar Named Desire, A|1951||122|D|
0043924|Place in the Sun, A|1951||122|DR|
0042192|All About Eve|1950||138|D|
0042367|Cyrano de Bergerac|1950||112|D|
0042276|Born Yesterday|1950||103|CD|
0042546|Harvey|1950||104|CFY|
0041113|All the King's Men|1949||109|D|
0041452|Heiress, The|1949||115|DR|
0041996|Twelve O'Clock High|1949||132|DW|
0041587|Letter to Three Wives, A|1949||103|CD|
0040416|Hamlet|1948||155|DRT|
0040495|Johnny Belinda|1948||102|D|
0040897|Treasure of the Sierra Madre, The|1948||126|VD|
0040506|Key Largo|1948||101|DT|
0039416|Gentleman's Agreement|1947||118|DR|
0039335|Double Life, A|1947||104|D|
0039370|Farmer's Daughter, The|1947||97|C|
0039628|Miracle on 34th Street|1947||96|CDFYR|
0036868|Best Years of Our Lives, The|1946||172|DR|
0039040|To Each His Own|1946||122|D|
0038873|Razor's Edge, The|1946||146|D|
0037884|Lost Weekend, The|1945||101|D|
0037913|Mildred Pierce|1945||111|DMR|
0038190|Tree Grows in Brooklyn, A|1945||128|D|
0037120|National Velvet|1944|G|123|DF|
0036872|Going My Way|1944||130|CD|
0036855|Gaslight|1944||114|MT|
0037135|None But the Lonely Heart|1944||113|D|
0034583|Casablanca|1942|PG|102|DR|
0036515|Watch on the Rhine|1943||114|D|
0036377|Song of Bernadette, The|1943||156|D|
0036172|More the Merrier, The|1943||104|C|
0035896|For Whom the Bell Tolls|1943||170|VDRW|
0035093|Mrs. Miniver|1942||134|DRW|
0035575|Yankee Doodle Dandy|1942||126|D|
0033774|Johnny Eager|1942||107|DR|
0033729|How Green Was My Valley|1941||118|DR|
0034167|Sergeant York|1941||134|DW|
0034248|Suspicion|1941||99|MT|
0033677|Great Lie, The|1941||108|D|
0032976|Rebecca|1940||130|DMRT|
0032904|Philadelphia Story, The|1940||112|CR|
0032671|Kitty Foyle: The Natural History of a Woman|1940||108|D|
0033253|Westerner, The|1940||100|E|
0032551|Grapes of Wrath, The|1940||128|D|
0031385|Goodbye, Mr. Chips|1939||114|D|
0031971|Stagecoach|1939||96|ADRE|
0030993|You Can't Take It with You|1938||126|CR|
0029942|Boys Town|1938||96|D|
0030287|Jezebel|1938||103|D|
0030317|Kentucky|1938||95|DR|
0029146|Life of Emile Zola, The|1937||116|D|
0028691|Captains Courageous|1937||115|VD|
0028944|Good Earth, The|1937||138|D|
0029047|In Old Chicago|1937||96|ADL|
0028597|Awful Truth, The|1937||91|CR|
0027698|Great Ziegfeld, The|1936||176|L|
0028313|Story of Louis Pasteur, The|1935||87|D|
0027459|Come and Get It|1936||99|D|
0027300|Anthony Adverse|1936||141|VR|
0027996|Mr. Deeds Goes to Town|1936||115|C|
0026752|Mutiny on the Bounty|1935||132|VD|
0026529|Informer, The|1935||91|D|
0026261|Dangerous|1935||79|D|
0025316|It Happened One Night|1934||105|VCR|
0023876|Cavalcade|1933||110|D|
0024473|Private Life of Henry VIII., The|1933||97|D|
0024353|Morning Glory|1933||74|D|
0022958|Grand Hotel|1932||112|D|
0021730|Champ, The|1931||87|D|
0022386|Sin of Madelon Claudet, The|1931||75|D|
0021635|Bad Girl|1931||90|D|
0021746|Cimarron|1931||131|DE|
0021885|Free Soul, A|1931||91|D|
0021148|Min and Bill|1930||66|CD|
0022397|Skippy|1931||85|CDF|
0019729|Broadway Melody, The|1929||110|L|
0020018|In Old Arizona|1929||95|E|
0019788|Coquette|1929||76|D|
0019824|Divine Lady, The|1929||99|D|
0018578|Wings|1927||139|ADRW|
0019071|Last Command, The|1928||85|VD|
0018379|Seventh Heaven|1927||110|DR|
0018515|Two Arabian Knights|1927||90|CR|
0375679|Crash|2004|R|113|D|
0379725|Capote|2005|R|114|D|
0358273|Walk the Line|2005|PG-13|136|DR|
0365737|Syriana|2005|R|126|DT|
0387131|The Constant Gardener|2005|R|129|DT|
0388795|Brokeback Mountain|2005|R|134|DR|
0407887|The Departed|2006|R|151|DT|
0455590|The Last King of Scotland|2006|R|121|DT|
0436697|The Queen|2006|PG-13|103|D|
0449059|Little Miss Sunshine|2006|R|101|CD|
0443489|Dreamgirls|2006|PG-13|131|DL|
0477348|No Country for Old Men|2007|R|122|DT|
0469494|There Will Be Blood|2008|R|158|D|
0450188|Mome, La|2007|PG-13|140|D|
0465538|Michael Clayton|2007|R|119|ADT|
1013753|Milk|2009|R|128|DR|
0976051|The Reader|2009|R|124|DR|
0497465|Vicky Cristina Barcelona|2008|PG-13|96|DR|
1010048|Slumdog Millionaire|2008|R|120|DR|
0887912|The Hurt Locker|2008|R|131|ADTW|
1263670|Crazy Heart|2010|R|112|DR|
0361748|Inglourious Basterds|2009|R|153|DTW|
0929632|Precious: Based on the Novel Push by Sapphire|2009|R|109|D|
0063227|The Lion in Winter|1968|PG|134|D|
1504320|The King's Speech|2010|R|118|D|
0947798|Black Swan|2010|R|108|DMT|
0964517|The Fighter|2010|R|116|D|
1655442|The Artist|2012|PG-13|100|C|
1007029|The Iron Lady|2012|PG-13|105|D|
1532503|Beginners|2011|R|105|C|
1024648|Argo|2012|R|130|D|
1045658|Silver Linings Playbook|2012|R|122|C|
1853728|Django Unchained|2012|R|165|V|
1707386|Les Miserables|2012|PG-13|158|D|
0454876|Life of Pi|2012|PG|127|V|
1800241|American Hustle|2013|R|138|D|
2024544|12 Years a Slave|2013|R|134|D|
0790636|Dallas Buyers Club|2013|R|117|D|
2334873|Blue Jasmine|2013|PG-13|98|C|
2562232|Birdman: Or|2014|R|119|C|
2980516|The Theory of Everything|2014|PG-13|123|D|
3316960|Still Alice|2015|PG-13|101|D|
2582802|Whiplash|2014|R|107|D|
1065073|Boyhood|2014|R|165|D|
1895587|Spotlight|2015|R|128|BD|
1663202|The Revenant|2016|R|156|VDT|
3170832|Room|2016|R|118|D|
3682448|Bridge of Spies|2015|PG-13|142|DHT|
0810819|The Danish Girl|2016|R|119|BDR|
4975722|Moonlight|2016|R|111|D|
4034228|Manchester by the Sea|2016|R|137|D|
3783958|La La Land|2016|PG-13|128|C|
2671706|Fences|2016|PG-13|139|D|
5580390|The Shape of Water|2017|R|123|VDYHRT|
4555426|Darkest Hour|2017|PG-13|125|DW|
5027774|Three Billboards Outside Ebbing, Missouri|2017|R|115|CD|
5580036|I, Tonya|2018|R|120|CD|
6966692|Green Book|2018|PG-13|130|CD|
5083738|The Favourite|2018|R|119|D|
7125860|If Beale Street Could Talk|2018|R|119|DR|
6155172|Roma|2018|R|135|D|
